Item number,SKU Size,Parent Bulk Item Number,Product name,GFS_ReasonName,Item in Catalog,Show pricing to web,Parent Bulk Item Site,GFS Express,Search name,Production type,Brand,CAS #,DEA Controlled,Hazardous,Hazard Class,Product service type,Packing Group,Visible in webshop
1043,BULK KG,1043,"STANNOUS SULFATE, REAGENT",RAW,Yes,No,20,No,"Stannous Sulfate, Reagent",None,GFS GENERIC,7488-55-3,No,No,,Not specified,,Yes
10431,100 ML,3495,"1,4-BUTANEDIOL DIGLYCIDYL ETHER",,Yes,Yes,20,No,"1,4-Butanediol Diglycidyl Ether",BOM,GFS GENERIC,2425-79-8,No,No,,Not specified,,Yes
10432,1 L,3495,"1,4-BUTANEDIOL DIGLYCIDYL ETHER",,Yes,Yes,20,No,"1,4-Butanediol Diglycidyl Ether",BOM,GFS GENERIC,2425-79-8,No,No,,Not specified,,Yes
10433,19 L,3495,"1,4-BUTANEDIOL DIGLYCIDYL ETHER",,Yes,No,20,No,"1,4-Butanediol Diglycidyl Ether",BOM,GFS GENERIC,2425-79-8,No,No,,Not specified,,Yes
1044,BULK KG,1044,"SUCROSE, REAGENT (ACS)",RAW,Yes,No,20,No,"Sucrose, ACS",None,GFS GENERIC,57-50-1,No,No,,Not specified,,Yes
1045,BULK KG,1045,"SULFANILAMIDE, REAGENT",RAW,Yes,No,20,No,"Sulfanilamide, Reagent",None,GFS GENERIC,63-74-1,No,No,,Not specified,,Yes
10451,500 ML,828,"ACETONE, REAGENT (ACS)",,Yes,Yes,20,No,"Acetone, ACS",BOM,GFS GENERIC,67-64-1,Yes,Yes,"3,",Not specified,PGII,Yes
10452,4 L,828,"ACETONE, REAGENT (ACS)",,Yes,Yes,20,No,"Acetone, ACS",BOM,GFS GENERIC,67-64-1,Yes,Yes,"3,",Not specified,PGII,Yes
10453,4 X 4 L,828,"ACETONE, REAGENT (ACS)",,Yes,Yes,20,Yes,"Acetone, ACS",BOM,GFS GENERIC,67-64-1,Yes,Yes,"3,",Not specified,PGII,Yes
10454,1 L,828,"ACETONE, REAGENT (ACS)",,Yes,Yes,20,No,"Acetone, ACS",BOM,GFS GENERIC,67-64-1,Yes,Yes,"3,",Not specified,PGII,Yes
10455,6 X 1 L,828,"ACETONE, REAGENT (ACS)",,Yes,Yes,20,No,"Acetone, ACS",BOM,GFS GENERIC,67-64-1,Yes,Yes,"3,",Not specified,PGII,Yes
10456,20 L,828,"ACETONE, REAGENT (ACS)",,Yes,Yes,20,No,"Acetone, ACS",BOM,GFS GENERIC,67-64-1,Yes,Yes,"3,",Not specified,PGII,Yes
10457,6 X 500 ML,828,"ACETONE, REAGENT (ACS)",,Yes,Yes,20,No,"Acetone, ACS",BOM,GFS GENERIC,67-64-1,Yes,Yes,"3,",Not specified,PGII,Yes
10458,206 L,828,"ACETONE, REAGENT (ACS)",,Yes,No,20,No,"Acetone, ACS",BOM,GFS GENERIC,67-64-1,Yes,Yes,"3,",Not specified,PGII,Yes
1046,BULK KG,1046,"SULFANILIC ACID, ANHYDROUS, REAGENT (ACS)",RAW,Yes,No,20,No,"Sulfanilic Acid, Anhydrous, ACS",None,GFS GENERIC,121-57-3,No,No,,Not specified,,Yes
10461,5 G,3490,"4-(T-Butoxy)Phenylacetylene, 98%",,Yes,No,15,No,"4-(T-Butoxy)Phenylacetylene, 98%",BOM,GFS GENERIC,32569-86-1,No,No,,Not specified,,Yes
10462,4 L,829,"ACETONE, ACS ULTRAVIOLET SPECTROPHOTOMETRY GRADE",,Yes,Yes,20,No,"Acetone, Ultraviolet Spectrophotometry Grade, ACS",BOM,GFS GENERIC,67-64-1,Yes,Yes,"3,",Not specified,PGII,Yes
10463,4 X 4 L,829,"ACETONE, ACS ULTRAVIOLET SPECTROPHOTOMETRY GRADE",,Yes,Yes,20,No,"Acetone, Ultraviolet Spectrophotometry Grade, ACS",BOM,GFS GENERIC,67-64-1,Yes,Yes,"3,",Not specified,PGII,Yes
10464,1 L,829,"ACETONE, ACS ULTRAVIOLET SPECTROPHOTOMETRY GRADE",,Yes,Yes,20,No,"Acetone, Ultraviolet Spectrophotometry Grade, ACS",BOM,GFS GENERIC,67-64-1,Yes,Yes,"3,",Not specified,PGII,Yes
10465,6 X 1 L,829,"ACETONE, ACS ULTRAVIOLET SPECTROPHOTOMETRY GRADE",,Yes,Yes,20,No,"Acetone, Ultraviolet Spectrophotometry Grade, ACS",BOM,GFS GENERIC,67-64-1,Yes,Yes,"3,",Not specified,PGII,Yes
10491,1 L,2481,"ACETONE, HPLC",,Yes,Yes,20,No,"Acetone, HPLC",BOM,GFS GENERIC,67-64-1,Yes,Yes,"3,",Not specified,PGII,Yes
10492,6 X 1 L,2481,"ACETONE, HPLC",,Yes,Yes,20,No,"Acetone, HPLC",None,GFS GENERIC,67-64-1,Yes,Yes,"3,",Not specified,PGII,Yes
10493,4 L,2481,"ACETONE, HPLC",,Yes,Yes,20,No,"Acetone, HPLC",BOM,GFS GENERIC,67-64-1,Yes,Yes,"3,",Not specified,PGII,Yes
10494,4 X 4 L,2481,"ACETONE, HPLC",,Yes,Yes,20,Yes,"Acetone, HPLC",BOM,GFS GENERIC,67-64-1,Yes,Yes,"3,",Not specified,PGII,Yes
1050,BULK KG,1050,"TITANIUM SULFATE, PURIFIED",RAW,Yes,No,20,No,"Titanium Sulfate,Purified",None,GFS GENERIC,13825-74-6,No,Yes,"8,",Not specified,PGIII,Yes
10502,4 L,830,"ACETONITRILE, REAGENT (ACS)",,Yes,Yes,20,No,"Acetonitrile, ACS",BOM,GFS GENERIC,75-05-8,No,Yes,"3,",Not specified,PGII,Yes
10503,4 X 4 L,830,"ACETONITRILE, REAGENT (ACS)",,Yes,Yes,20,No,"Acetonitrile, ACS",BOM,GFS GENERIC,75-05-8,No,Yes,"3,",Not specified,PGII,Yes
10504,1 L,830,"ACETONITRILE, REAGENT (ACS)",,Yes,Yes,20,No,"Acetonitrile, ACS",BOM,GFS GENERIC,75-05-8,No,Yes,"3,",Not specified,PGII,Yes
10505,6 X 1 L,830,"ACETONITRILE, REAGENT (ACS)",,Yes,Yes,20,No,"Acetonitrile, ACS",BOM,GFS GENERIC,75-05-8,No,Yes,"3,",Not specified,PGII,Yes
10506,20 L,830,"ACETONITRILE, REAGENT (ACS)",,Yes,No,20,No,"Acetonitrile, ACS",BOM,GFS GENERIC,75-05-8,No,Yes,"3,",Not specified,PGII,Yes
1051,BULK KG,1051,"O-Tolidine Dihydrochloride, Reagent (ACS)",,Yes,No,10,No,"O-Tolidine Dihydrochloride, ACS",Formula,GFS ORGANIC,612-82-8,No,Yes,"9,",Not specified,PGIII,Yes
1052,BULK L,1052,"TOLUENE, REAGENT (ACS)",RAW,Yes,No,20,No,"Toluene, ACS",None,GFS GENERIC,108-88-3,Yes,Yes,"3,",Not specified,PGII,Yes
10521,500 G,3720,"2-CHLORO-2-METHYLPROPANE, 99%",,Yes,Yes,20,No,"2-Chloro-2-Methylpropane, 99%",BOM,GFS GENERIC,507-20-0,No,Yes,"3,",Not specified,PGII,Yes
10522,2.5 KG,3720,"2-CHLORO-2-METHYLPROPANE, 99%",,Yes,Yes,20,No,"2-Chloro-2-Methylpropane, 99%",BOM,GFS GENERIC,507-20-0,No,Yes,"3,",Not specified,PGII,Yes
1053,BULK L,1053,"TRICHLOROETHYLENE, REAGENT (ACS)",RAW,Yes,No,20,No,"Trichloroethylene, ACS",None,GFS GENERIC,79-01-6,No,Yes,"6.1,",Not specified,PGIII,Yes
10531,500 ML,1069,"ACETOPHENONE, 98%",,Yes,Yes,20,No,"Acetophenone, 98%",BOM,GFS GENERIC,98-86-2,No,No,,Not specified,,Yes
10532,6 X 500 ML,1069,"ACETOPHENONE, 98%",,Yes,Yes,20,No,"Acetophenone, 98%",BOM,GFS GENERIC,98-86-2,No,No,,Not specified,,Yes
10533,4 L,1069,"ACETOPHENONE, 98%",,Yes,Yes,20,No,"Acetophenone, 98%",BOM,GFS GENERIC,98-86-2,No,No,,Not specified,,Yes
10534,50 L,1069,"ACETOPHENONE, 98%",,Yes,No,20,No,"Acetophenone, 98%",BOM,GFS ORGANIC,98-86-2,No,No,,Not specified,,Yes
1054,BULK L,1054,"TRIETHANOLAMINE, REAGENT",RAW,Yes,No,20,No,"Triethanolamine, Reagent",None,GFS GENERIC,102-71-6,No,No,,Not specified,,Yes
10541,1 L,2482,"ACETONITRILE, HPLC, GRADIENT GRADE",,Yes,Yes,20,No,"Acetonitrile, HPLC, Gradient Grade",BOM,GFS GENERIC,75-05-8,No,Yes,"3,",Not specified,PGII,Yes
10542,6 X 1 L,2482,"ACETONITRILE, HPLC, GRADIENT GRADE",,Yes,Yes,20,No,"Acetonitrile, HPLC, Gradient Grade",None,GFS GENERIC,75-05-8,No,Yes,"3,",Not specified,PGII,Yes
10543,4 L,2482,"ACETONITRILE, HPLC, GRADIENT GRADE",,Yes,Yes,20,No,"Acetonitrile, HPLC, Gradient Grade",BOM,GFS GENERIC,75-05-8,No,Yes,"3,",Not specified,PGII,Yes
10544,4 X 4 L,2482,"ACETONITRILE, HPLC, GRADIENT GRADE",,Yes,Yes,20,Yes,"Acetonitrile, HPLC, Gradient Grade",None,GFS GENERIC,75-05-8,No,Yes,"3,",Not specified,PGII,Yes
1055,BULK L,1055,"2,2,4-TRIMETHYLPENTANE, REAGENT (ACS) for GENERAL USE",RAW,Yes,No,20,No,"2,2,4-Trimethylpentane (Isooctane), ACS",None,GFS GENERIC,540-84-1,No,Yes,"3,",Not specified,PGII,Yes
10551,4 L,3721,"Tert-Butylmagnesium Chloride, 1 M, In Tetrahydrofuran",,Yes,Yes,15,No,"Tert-Butylmagnesium Chloride, 1 M, In Tetrahydrofuran",BOM,GFS ORGANIC,677-22-5,No,Yes,"4.3, (3),",Not specified,PGII,Yes
10552,18.5 L,3721,"Tert-Butylmagnesium Chloride, 1 M, In Tetrahydrofuran",,Yes,No,15,No,"Tert-Butylmagnesium Chloride, 1 M, In Tetrahydrofuran",BOM,GFS ORGANIC,677-22-5,No,Yes,"4.3, (3),",Not specified,PGII,Yes
10553,60 L,3721,"Tert-Butylmagnesium Chloride, 1 M, In Tetrahydrofuran",,Yes,No,15,No,"Tert-Butylmagnesium Chloride, 1 M, In Tetrahydrofuran",BOM,GFS ORGANIC,677-22-5,No,Yes,"4.3, (3),",Not specified,PGII,Yes
10555,200 L,3721,"Tert-Butylmagnesium Chloride, 1 M, In Tetrahydrofuran",,Yes,No,15,No,"Tert-Butylmagnesium Chloride, 1 M, In Tetrahydrofuran",BOM,GFS ORGANIC,677-22-5,No,Yes,"4.3, (3),",Not specified,PGII,Yes
10561,25 G,3787,"CADMIUM, POWDER, -60 MESH",,Yes,Yes,20,No,"Cadmium, Powder, -60 Mesh",BOM,GFS GENERIC,7440-43-9,No,Yes,"6.1,",Not specified,PGII,Yes
10562,100 G,3787,"CADMIUM, POWDER, -60 MESH",,Yes,Yes,20,No,"Cadmium, Powder, -60 Mesh",BOM,GFS GENERIC,7440-43-9,No,Yes,"6.1,",Not specified,PGII,Yes
10563,500 G,3787,"CADMIUM, POWDER, -60 MESH",,Yes,Yes,20,No,"Cadmium, Powder, -60 Mesh",BOM,GFS GENERIC,7440-43-9,No,Yes,"6.1,",Not specified,PGII,Yes
10571,100 G,2384,"ACETONYL ACETONE, 97%",,Yes,Yes,20,No,"Acetonyl Acetone, 97%",BOM,GFS GENERIC,110-13-4,No,No,,Not specified,,Yes
10572,500 G,2384,"ACETONYL ACETONE, 97%",,Yes,Yes,20,No,"Acetonyl Acetone, 97%",BOM,GFS GENERIC,110-13-4,No,No,,Not specified,,Yes
10573,3.5 KG,2384,"ACETONYL ACETONE, 97%",,Yes,No,20,No,"Acetonyl Acetone, 97%",BOM,GFS GENERIC,110-13-4,No,No,,Not specified,,Yes
10581,25 G,3722,"Cadmium Perchlorate, Dehydrated, Reagent",,Yes,Yes,10,No,"Cadmium Perchlorate, Dehydrated, Reagent",BOM,GFS GENERIC,13760-37-7,No,Yes,"6.1,",Not specified,PGIII,Yes
10582,100 G,3722,"Cadmium Perchlorate, Dehydrated, Reagent",,Yes,Yes,10,No,"Cadmium Perchlorate, Dehydrated, Reagent",BOM,GFS GENERIC,13760-37-7,No,Yes,"6.1,",Not specified,PGIII,Yes
10583,500 G,3722,"Cadmium Perchlorate, Dehydrated, Reagent",,Yes,Yes,10,No,"Cadmium Perchlorate, Dehydrated, Reagent",BOM,GFS GENERIC,13760-37-7,No,Yes,"6.1,",Not specified,PGIII,Yes
1059,BULK L,1059,"XYLENES, REAGENT (ACS)",,Yes,No,20,No,"Xylenes, ACS",Formula,GFS GENERIC,1330-20-7,No,Yes,"3,",Not specified,PGII,Yes
1060,BULK KG,1060,"ZINC CHLORIDE, REAGENT (ACS)",RAW,Yes,No,20,No,"Zinc Chloride, ACS",Formula,GFS GENERIC,7646-85-7,No,Yes,"8,",Not specified,PGIII,Yes
1061,BULK KG,1061,"ZINC NITRATE, HEXAHYDRATE, REAGENT",RAW,Yes,No,20,No,"Zinc Nitrate, Reagent",None,GFS GENERIC,10196-18-6,No,Yes,"5.1,",Not specified,PGII,Yes
1062,Kg,1062,"ZINC OXIDE, REAGENT (ACS)",RAW,Yes,No,20,No,"Zinc Oxide, ACS",None,GFS GENERIC,1314-13-2,No,Yes,"9,",Not specified,PGIII,Yes
10621,50 G,3726,"CEROUS ACETYLACETONATE, HYDRATED",,Yes,Yes,20,No,"Cerous Acetylacetonate, Hydrated",BOM,GFS GENERIC,206996-61-4,No,No,,Not specified,,Yes
10622,250 G,3726,"CEROUS ACETYLACETONATE, HYDRATED",,Yes,Yes,20,No,"Cerous Acetylacetonate, Hydrated",BOM,GFS GENERIC,206996-61-4,No,No,,Not specified,,Yes
1063,BULK KG,1063,"ZIRCONYL CHLORIDE, HYDRATED, TECHNICAL",RAW,Yes,No,20,No,"Zirconyl Chloride, Hydrated, Technical",Formula,GFS GENERIC,13520-92-8,No,Yes,"8,",Not specified,PGIII,Yes
1064,BULK L,1064,"1,2-DICHLOROETHANE, REAGENT (ACS)",,Yes,No,20,No,"1,2-Dichloroethane, ACS",None,GFS GENERIC,107-06-2,No,Yes,"3, (6.1),",Not specified,PGII,Yes
10641,5 G,3740,"Cerous Perchlorate, Crystalline Hydrate",,Yes,Yes,10,No,"Cerous Perchlorate, Crystalline Hydrate",BOM,GFS GENERIC,14017-47-1,No,Yes,"5.1,",Not specified,PGII,Yes
10642,25 G,3740,"Cerous Perchlorate, Crystalline Hydrate",,Yes,Yes,10,No,"Cerous Perchlorate, Crystalline Hydrate",BOM,GFS GENERIC,14017-47-1,No,Yes,"5.1,",Not specified,PGII,Yes
10643,100 G,3740,"Cerous Perchlorate, Crystalline Hydrate",,Yes,Yes,10,No,"Cerous Perchlorate, Crystalline Hydrate",BOM,GFS GENERIC,14017-47-1,No,Yes,"5.1,",Not specified,PGII,Yes
1067,BULK KG,1067,"MOLECULAR SIEVE, 13X, 8-12 MESH BEADS",RAW,Yes,No,20,No,"Molecular Sieve, 13X, 8-12 Mesh Beads",None,GFS GENERIC,1344-00-9,No,No,,Not specified,,Yes
10671,500 ML,3777,"CHLOROFORM, REAGENT (ACS), ALCOHOL STABILIZED",,Yes,Yes,20,No,"Chloroform, Alcohol Stabilized, ACS",BOM,GFS GENERIC,67-66-3,No,Yes,"6.1,",Not specified,PGIII,Yes
10672,6 X 500 ML,3777,"CHLOROFORM, REAGENT (ACS), ALCOHOL STABILIZED",,Yes,Yes,20,No,"Chloroform, Alcohol Stabilized, ACS",BOM,GFS GENERIC,67-66-3,No,Yes,"6.1,",Not specified,PGIII,Yes
10674,4 L,3777,"CHLOROFORM, REAGENT (ACS), ALCOHOL STABILIZED",,Yes,Yes,20,No,"Chloroform, Alcohol Stabilized, ACS",BOM,GFS GENERIC,67-66-3,No,Yes,"6.1,",Not specified,"PGIII, RQ",Yes
10675,4 X 4 L,3777,"CHLOROFORM, REAGENT (ACS), ALCOHOL STABILIZED",,Yes,Yes,20,No,"Chloroform, Alcohol Stabilized, ACS",BOM,GFS GENERIC,67-66-3,No,Yes,"6.1,",Not specified,"PGIII, RQ",Yes
10677,20 L,3777,"CHLOROFORM, REAGENT (ACS), ALCOHOL STABILIZED",,Yes,No,20,No,"Chloroform, Alcohol Stabilized, ACS",BOM,GFS GENERIC,67-66-3,No,Yes,"6.1,",Not specified,"PGIII, RQ",Yes
10683,4 L,3778,"CHLOROFORM, GC, RESIDUE, HPLC (VERITAS ULTIMATE), ETHANOL STABILIZED",,Yes,Yes,20,No,"Chloroform, GC, Residue, HPLC, Ethanol Stabilized, Veritas Ultimate",BOM,VERITAS,67-66-3,No,Yes,"6.1,",Not specified,"PGIII, RQ",Yes
10684,4 X 4 L,3778,"CHLOROFORM, GC, RESIDUE, HPLC (VERITAS ULTIMATE), ETHANOL STABILIZED",,Yes,Yes,20,No,"Chloroform, GC, Residue, HPLC, Ethanol Stabilized, Veritas Ultimate",None,VERITAS,67-66-3,No,Yes,"6.1,",Not specified,"PGIII, RQ",Yes
1069,BULK L,1069,"ACETOPHENONE, 98%",RAW,Yes,No,20,No,"Acetophenone, 98%",None,GFS GENERIC,98-86-2,No,No,,Not specified,,Yes
107,BULK L,107,"BARIUM DIPHENYLAMINE SULFONATE, 0.005 M SOLUTION",,Yes,No,20,No,"Barium Diphenylamine Sulfonate, 0.005 M Solution",Formula,GFS GENERIC,1300-92-1,No,No,,Not specified,,Yes
1070,BULK L,1070,"BENZALDEHYDE, 99%",RAW,Yes,No,20,No,"Benzaldehyde, 99%",None,GFS GENERIC,100-52-7,Yes,Yes,"9,",Not specified,PGIII,Yes
1071,BULK KG,1071,"CHLOROACETIC ACID, REAGENT (ACS)",RAW,Yes,No,20,No,"Chloroacetic Acid, ACS",None,GFS GENERIC,79-11-8,No,Yes,"6.1, (8),",Not specified,PGII,Yes
10711,500 G,5196,"1-CHLOROOCTANE, 99%",,Yes,Yes,20,No,"1-Chlorooctane, 99%",BOM,GFS GENERIC,111-85-3,No,Yes,"9,",Not specified,PGIII,Yes
10712,2.5 KG,5196,"1-CHLOROOCTANE, 99%",,Yes,Yes,20,No,"1-Chlorooctane, 99%",BOM,GFS GENERIC,111-85-3,No,Yes,"9,",Not specified,PGIII,Yes
10713,16 KG,5196,"1-CHLOROOCTANE, 99%",,Yes,No,20,No,"1-Chlorooctane, 99%",BOM,GFS ORGANIC,111-85-3,No,Yes,"9,",Not specified,PGIII,Yes
10714,50 KG,5196,"1-CHLOROOCTANE, 99%",,Yes,No,20,No,"1-Chlorooctane, 99%",BOM,GFS ORGANIC,111-85-3,No,Yes,"9,",Not specified,PGIII,Yes
1072,BULK L,1072,"CHLOROBENZENE, REAGENT (ACS)",RAW,Yes,No,20,No,"Chlorobenzene, ACS",None,GFS GENERIC,108-90-7,No,Yes,"3,",Not specified,PGIII,Yes
1075,BULK L,1075,"n-PENTANE, REAGENT",RAW,Yes,No,20,No,"N-Pentane, Reagent",Formula,GFS GENERIC,109-66-0,No,Yes,"3,",Not specified,PGII,Yes
10751,25 G,3481,"Cobalt Bromide, Hexahydrate",,Yes,Yes,10,No,"Cobalt Bromide, Hexahydrate",BOM,GFS GENERIC,13762-12-4,No,No,,Not specified,,Yes
10752,100 G,3481,"Cobalt Bromide, Hexahydrate",,Yes,Yes,10,No,"Cobalt Bromide, Hexahydrate",BOM,GFS GENERIC,13762-12-4,No,No,,Not specified,,Yes
10753,500 G,3481,"Cobalt Bromide, Hexahydrate",,Yes,Yes,10,No,"Cobalt Bromide, Hexahydrate",BOM,GFS GENERIC,13762-12-4,No,No,,Not specified,,Yes
1076,BULK KG,1076,"POTASSIUM CYANATE, REAGENT",RAW,Yes,No,20,No,"Potassium Cyanate, Reagent",None,GFS GENERIC,590-28-3,No,No,,Not specified,,Yes
10761,25 G,3793,"Cobalt Perchlorate, Dehydrated, Reagent",,Yes,Yes,10,No,"Cobalt Perchlorate, Dehydrated, Reagent",BOM,GFS GENERIC,13455-31-7,No,Yes,"5.1,",Not specified,PGII,Yes
10762,100 G,3793,"Cobalt Perchlorate, Dehydrated, Reagent",,Yes,Yes,10,No,"Cobalt Perchlorate, Dehydrated, Reagent",BOM,GFS GENERIC,13455-31-7,No,Yes,"5.1,",Not specified,PGII,Yes
10763,500 G,3793,"Cobalt Perchlorate, Dehydrated, Reagent",,Yes,Yes,10,No,"Cobalt Perchlorate, Dehydrated, Reagent",BOM,GFS GENERIC,13455-31-7,No,Yes,"5.1,",Not specified,PGII,Yes
1077,BULK KG,1077,"RESORCINOL, REAGENT (ACS)",RAW,Yes,No,20,No,"Resorcinol, ACS",None,GFS GENERIC,108-46-3,No,Yes,"6.1,",Not specified,PGIII,Yes
1078,BULK KG,1078,"SODIUM CHROMATE, TETRAHYDRATE, REAGENT",RAW,Yes,No,20,No,"Sodium Chromate, Tetrahydrate, Reagent",None,GFS GENERIC,10034-82-9,No,Yes,"6.1,",Not specified,PGIII,Yes
1079,BULK KG,1079,"SODIUM STANNATE, REAGENT",RAW,Yes,No,20,No,"Sodium Stannate, Reagent",None,GFS GENERIC,12209-98-2,No,No,,Not specified,,Yes
10791,25 G,3794,"Cupric Perchlorate, Dehydrated, Reagent",,Yes,Yes,10,No,"Cupric Perchlorate, Dehydrated, Reagent",BOM,GFS GENERIC,13770-18-8,No,Yes,"5.1,",Not specified,PGII,Yes
10792,100 G,3794,"Cupric Perchlorate, Dehydrated, Reagent",,Yes,Yes,10,No,"Cupric Perchlorate, Dehydrated, Reagent",BOM,GFS GENERIC,13770-18-8,No,Yes,"5.1,",Not specified,PGII,Yes
10793,500 G,3794,"Cupric Perchlorate, Dehydrated, Reagent",,Yes,Yes,10,No,"Cupric Perchlorate, Dehydrated, Reagent",BOM,GFS GENERIC,13770-18-8,No,Yes,"5.1,",Not specified,PGII,Yes
108,BULK KG,108,"BATHOPHENANTHROLINE, 99%",,Yes,No,20,No,"Bathophenanthroline, 99%",Formula,GFS ORGANIC,1662-01-7,No,No,,Not specified,,Yes
1080,BULK KG,1080,"AMMONIUM NITRATE, COATED, PRILLED",RAW,Yes,No,20,No,"Ammonium Nitrate, Coated, Prilled",None,GFS GENERIC,6484-52-2,No,Yes,"5.1,",Not specified,PGIII,Yes
10801,100 G,667,"AGAR, POWDER",,Yes,Yes,20,No,"Agar, Powder",BOM,GFS GENERIC,9002-18-0,No,No,,Not specified,,Yes
10802,500 G,667,"AGAR, POWDER",,Yes,Yes,20,No,"Agar, Powder",BOM,GFS GENERIC,9002-18-0,No,No,,Not specified,,Yes
10803,2.5 KG,667,"AGAR, POWDER",,Yes,Yes,20,No,"Agar, Powder",BOM,GFS GENERIC,9002-18-0,No,No,,Not specified,,Yes
10804,10 KG,667,"AGAR, POWDER",,Yes,No,20,No,"Agar, Powder",BOM,GFS GENERIC,9002-18-0,No,No,,Not specified,,Yes
10805,50 KG,667,"AGAR, POWDER",,Yes,No,20,No,"Agar, Powder",BOM,GFS GENERIC,9002-18-0,No,No,,Not specified,,Yes
10811,1 G,5194,"3-Cyclohexyl-1-Propene, 97%",,Yes,Yes,15,No,"3-Cyclohexyl-1-Propene, 97%",BOM,GFS GENERIC,2114-42-3,No,Yes,"3,",Not specified,PGIII,Yes
10812,5 G,5194,"3-Cyclohexyl-1-Propene, 97%",,Yes,Yes,15,No,"3-Cyclohexyl-1-Propene, 97%",BOM,GFS GENERIC,2114-42-3,No,Yes,"3,",Not specified,PGIII,Yes
10813,25 G,5194,"3-Cyclohexyl-1-Propene, 97%",,Yes,No,15,No,"3-Cyclohexyl-1-Propene, 97%",BOM,GFS GENERIC,2114-42-3,No,Yes,"3,",Not specified,PGIII,Yes
1083,BULK L,1083,"HYDROXYLAMMONIUM CHLORIDE SOLUTION, 10% AQUEOUS",,Yes,No,20,No,"Hydroxylammonium Chloride, 10% Aqueous Solution",Formula,GFS GENERIC,5470-11-1,No,Yes,"8,",Not specified,PGII,Yes
1085,BULK L,1085,"IRON, 1 ppm STANDARD SOLUTION",,Yes,No,20,No,"Iron, 1 ppm Standard Solution",Formula,GFS GENERIC,,No,No,,Not specified,,Yes
10861,25 G,3797,"1,4-DIIODOBUTANE, 98%",,Yes,Yes,20,No,"1,4-Diiodobutane, 98%",BOM,GFS GENERIC,628-21-7,No,No,,Not specified,,Yes
10862,100 G,3797,"1,4-DIIODOBUTANE, 98%",,Yes,Yes,20,No,"1,4-Diiodobutane, 98%",BOM,GFS GENERIC,628-21-7,No,No,,Not specified,,Yes
1087,BULK L,1087,"n-HEXYL ALCOHOL, 98%",RAW,Yes,No,20,No,"N-Hexyl Alcohol, 98%",None,GFS GENERIC,111-27-3,No,Yes,"3,",Not specified,PGIII,Yes
10881,25 G,3799,"1,5-DIIODOPENTANE",,Yes,Yes,20,No,"1,5-Diiodopentane",BOM,GFS GENERIC,628-77-3,No,No,,Not specified,,Yes
10882,100 G,3799,"1,5-DIIODOPENTANE",,Yes,Yes,20,No,"1,5-Diiodopentane",BOM,GFS GENERIC,628-77-3,No,No,,Not specified,,Yes
10891,25 G,3805,"1,3-DIIODOPROPANE, 98%",,Yes,Yes,20,No,"1,3-Diiodopropane, 98%",BOM,GFS GENERIC,627-31-6,No,No,,Not specified,,Yes
10892,100 G,3805,"1,3-DIIODOPROPANE, 98%",,Yes,Yes,20,No,"1,3-Diiodopropane, 98%",BOM,GFS GENERIC,627-31-6,No,No,,Not specified,,Yes
10893,500 G,3805,"1,3-DIIODOPROPANE, 98%",,Yes,Yes,20,No,"1,3-Diiodopropane, 98%",BOM,GFS GENERIC,627-31-6,No,No,,Not specified,,Yes
109,BULK KG,109,"2,2'-Bipyridine, 99%, Reagent (ACS)",,Yes,No,15,No,"2,2'-Bipyridine, 99%, ACS",Formula,GFS ORGANIC,366-18-7,No,Yes,"6.1,",Not specified,PGIII,Yes
10903,4 L,1850,"REAGENT ALCOHOL, ANHYDROUS: SDA Formula 3-A, 95 parts; and IPA, 5 parts by volume, REAGENT (ACS)",,Yes,Yes,20,No,"Reagent Alcohol, Anhydrous: Sda Formula 3-A, 95 Parts; And Ipa, 5 Parts By Volume, ACS",BOM,GFS GENERIC,64-17-5,No,Yes,"3,",Not specified,PGII,Yes
10904,4 X 4 L,1850,"REAGENT ALCOHOL, ANHYDROUS: SDA Formula 3-A, 95 parts; and IPA, 5 parts by volume, REAGENT (ACS)",,Yes,Yes,20,Yes,"Reagent Alcohol, Anhydrous: Sda Formula 3-A, 95 Parts; And Ipa, 5 Parts By Volume, ACS",BOM,GFS GENERIC,64-17-5,No,Yes,"3,",Not specified,PGII,Yes
10905,1 L,1850,"REAGENT ALCOHOL, ANHYDROUS: SDA Formula 3-A, 95 parts; and IPA, 5 parts by volume, REAGENT (ACS)",,Yes,Yes,20,No,"Reagent Alcohol, Anhydrous: Sda Formula 3-A, 95 Parts; And Ipa, 5 Parts By Volume, ACS",BOM,GFS GENERIC,64-17-5,No,Yes,"3,",Not specified,PGII,Yes
10906,6 X 1 L,1850,"REAGENT ALCOHOL, ANHYDROUS: SDA Formula 3-A, 95 parts; and IPA, 5 parts by volume, REAGENT (ACS)",,Yes,Yes,20,No,"Reagent Alcohol, Anhydrous: Sda Formula 3-A, 95 Parts; And Ipa, 5 Parts By Volume, ACS",BOM,GFS GENERIC,64-17-5,No,Yes,"3,",Not specified,PGII,Yes
10911,1 L,3775,"N,N-DIMETHYLACETAMIDE, 99%",,Yes,Yes,20,No,"N,N-Dimethylacetamide, 99%",BOM,GFS GENERIC,127-19-5,No,No,,Not specified,,Yes
10912,6 X 1 L,3775,"N,N-DIMETHYLACETAMIDE, 99%",,Yes,Yes,20,No,"N,N-Dimethylacetamide, 99%",BOM,GFS GENERIC,127-19-5,No,No,,Not specified,,Yes
