Brand,Instrument,GFS Item #,title,Web Description,url
Hach,Hach 2100N,8256,"Linear Calibration Kit, 0/20/40/60/80/100 NTU, Amco Clear","Calibration kit containing 0.0, 20, 40, 60, 80 and 100 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 100 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-20-3-40-3-60-8256
Hach,Hach 2100N,8257,"Linear Calibration Kit, 0.0/0.1/0.2 NTU, Amco Clear","Calibration kit containing 0.0, 0.1, 0.2 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 0.2 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-1-3-0-2-8257
Hach,Hach 2100N,8259,"Wavelength Certification Kit, 40 NTU Ratio And 400 NTU Formazin, Amco Clear Turbidity Kit","Kit consists of one bottle of 40 NTU primary standard and one bottle of 400 NTU formazin. For all meters with tungsten lamp excpet Hach 18900, Ratio XR and Ratio 2000. Formazin must be used in 30 days.",https://www.gfschemicals.com/amco-clear-wavelength-certification-kit-40-ntu-rat-8259
Hach,Hach 2100N,8483,"Turbidity/Multi Standard, 0.0 NTU, Amco Clear Standard","Multistandard reference solution for turbidity, conductivity, and pH calibration. 0.0 NTU, 4.49 mS/cm, pH 4.00.",https://www.gfschemicals.com/amco-clear-turbidity-3-multi-standard-0-0-ntu-8483
Hach,Hach 2100N,8513,"40 NTU For Hach 2100N/AN, Amco Clear Turbidity Standard","For Hach 2100N, Hach 2100AN, Hach TL2310 and Hach TL2350 Turbidimeters.",https://www.gfschemicals.com/amco-clear-turbidity-standard-40-ntu-for-hach-2100-8513
Hach,Hach 2100N,8802,"50 NTU For Hach 2100N/AN Instruments, Amco Clear Turbidity Standard","For Hach 2100N, Hach 2100AN, Hach TL2310 and Hach TL2350 Turbidimeters.",https://www.gfschemicals.com/amco-clear-turbidity-standard-50-ntu-for-hach-2100-8802
Hach,Hach 2100P Portable Turbidimeter.,8000,"0.0 NTU, Amco Clear Turbidity Standard",For All Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-0-0-ntu-8000
Hach,Hach 2100P Portable Turbidimeter.,8254,Turb Linear Calib 1 Kit,"Calibration kit containing 0.0, 0.2, 0.4, 0.6, 0.8 and 1.0 NTU standards to be used to calibrate and verify instrument's linearity in the 0.0 to 1.0 NTU range. Avaliable as 125 mL, 250 mL, or 500 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-2-3-0-4-8254
Hach,Hach 2100P Portable Turbidimeter.,8255,"Linear Calibration Kit, 0/2/4/6/8/10 NTU, Amco Clear","Calibration kit containing 0.0, 2, 4, 6, 8 and 10 NTU primary standards to be used to calibrate and verify instrument's linearity in the 0.0 to 10 NTU range. Available in 125 mL or 250 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-2-3-4-3-6-3-8255
Hach,Hach 2100P Portable Turbidimeter.,8256,"Linear Calibration Kit, 0/20/40/60/80/100 NTU, Amco Clear","Calibration kit containing 0.0, 20, 40, 60, 80 and 100 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 100 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-20-3-40-3-60-8256
Hach,Hach 2100P Portable Turbidimeter.,8257,"Linear Calibration Kit, 0.0/0.1/0.2 NTU, Amco Clear","Calibration kit containing 0.0, 0.1, 0.2 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 0.2 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-1-3-0-2-8257
Hach,Hach 2100P Portable Turbidimeter.,8259,"Wavelength Certification Kit, 40 NTU Ratio And 400 NTU Formazin, Amco Clear Turbidity Kit","Kit consists of one bottle of 40 NTU primary standard and one bottle of 400 NTU formazin. For all meters with tungsten lamp excpet Hach 18900, Ratio XR and Ratio 2000. Formazin must be used in 30 days.",https://www.gfschemicals.com/amco-clear-wavelength-certification-kit-40-ntu-rat-8259
Hach,Hach 2100P Portable Turbidimeter.,8483,"Turbidity/Multi Standard, 0.0 NTU, Amco Clear Standard","Multistandard reference solution for turbidity, conductivity, and pH calibration. 0.0 NTU, 4.49 mS/cm, pH 4.00.",https://www.gfschemicals.com/amco-clear-turbidity-3-multi-standard-0-0-ntu-8483
Hach,Hach 2100P Portable Turbidimeter.,8654,"0.1 NTU, Hach 2100P, Amco Clear Turbidity Standard",For Hach 2100P Portable Turbidimeter.,https://www.gfschemicals.com/amco-clear-turbidity-standard-0-1-ntu-for-hach-210-8654
Hach,Hach 2100P Portable Turbidimeter.,8655,"2.0 NTU, Hach 2100P, Amco Clear Turbidity Standard",For Hach 2100P Portable Turbidimeter.,https://www.gfschemicals.com/amco-clear-turbidity-standard-2-0-ntu-for-hach-210-8655
Hach,Hach 2100P Portable Turbidimeter.,8656,"40 NTU, Hach 2100P, Amco Clear Turbidity Standard",For Hach 2100P Portable Turbidimeter.,https://www.gfschemicals.com/amco-clear-turbidity-standard-40-ntu-for-hach-2100-8656
Hach,Hach 2100P Turbidimeter.,8000,"0.0 NTU, Amco Clear Turbidity Standard",For All Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-0-0-ntu-8000
Hach,Hach 2100P Turbidimeter.,8111,"10 NTU, Hach 2100P, Amco Clear Turbidity Standard",For Hach 2100P Turbidimeter.,https://www.gfschemicals.com/amco-clear-turbidity-standard-10-ntu-for-hach-2100-8111
Hach,Hach 2100P Turbidimeter.,8112,"20 NTU, Hach 2100P, Amco Clear Turbidity Standard",For Hach 2100P Turbidimeter.,https://www.gfschemicals.com/amco-clear-turbidity-standard-20-ntu-for-hach-2100-8112
Hach,Hach 2100P Turbidimeter.,8113,"100 NTU, Hach 2100P, Amco Clear Turbidity Standard",For Hach 2100P Turbidimeter.,https://www.gfschemicals.com/amco-clear-turbidity-standard-100-ntu-for-hach-210-8113
Hach,Hach 2100P Turbidimeter.,8114,"800 NTU, Hach 2100P, Amco Clear Turbidity Standard",For Hach 2100P Turbidimeter.,https://www.gfschemicals.com/amco-clear-turbidity-standard-800-ntu-for-hach-210-8114
Hach,Hach 2100P Turbidimeter.,8115,"Amco Clear Turbidity Standard, 0.5 NTU, Hach 2100P",For Hach 2100P Turbidimeter.,https://www.gfschemicals.com/amco-clear-turbidity-standard-0-5-ntu-for-hach-210-8115
Hach,Hach 2100P Turbidimeter.,8124,"5.0 NTU, Hach 2100P, Amco Clear Turbidity Standard",For Use With Hach 2100P Turbidimeter.,https://www.gfschemicals.com/amco-clear-turbidity-standard-5-0-ntu-for-hach-210-8124
Hach,Hach 2100P turbidimeter.,8216,"Calibration Kit For Hach 2100P, Amco Clear Turbidity Kit","Calibration kit containing 0.0, 20, 100 and 800 NTU standards required to calibrate the Hach 2100P turbidimeter. Available as primary calibration standards, sealed secondary verification standards, or a deluxe kit including both.",https://www.gfschemicals.com/amco-clear-calibration-kit-for-hach-2100p-8216
Hach,Hach 2100P Turbidimeter.,8254,Turb Linear Calib 1 Kit,"Calibration kit containing 0.0, 0.2, 0.4, 0.6, 0.8 and 1.0 NTU standards to be used to calibrate and verify instrument's linearity in the 0.0 to 1.0 NTU range. Avaliable as 125 mL, 250 mL, or 500 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-2-3-0-4-8254
Hach,Hach 2100P Turbidimeter.,8255,"Linear Calibration Kit, 0/2/4/6/8/10 NTU, Amco Clear","Calibration kit containing 0.0, 2, 4, 6, 8 and 10 NTU primary standards to be used to calibrate and verify instrument's linearity in the 0.0 to 10 NTU range. Available in 125 mL or 250 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-2-3-4-3-6-3-8255
Hach,Hach 2100P Turbidimeter.,8256,"Linear Calibration Kit, 0/20/40/60/80/100 NTU, Amco Clear","Calibration kit containing 0.0, 20, 40, 60, 80 and 100 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 100 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-20-3-40-3-60-8256
Hach,Hach 2100P Turbidimeter.,8257,"Linear Calibration Kit, 0.0/0.1/0.2 NTU, Amco Clear","Calibration kit containing 0.0, 0.1, 0.2 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 0.2 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-1-3-0-2-8257
Hach,Hach 2100P Turbidimeter.,8259,"Wavelength Certification Kit, 40 NTU Ratio And 400 NTU Formazin, Amco Clear Turbidity Kit","Kit consists of one bottle of 40 NTU primary standard and one bottle of 400 NTU formazin. For all meters with tungsten lamp excpet Hach 18900, Ratio XR and Ratio 2000. Formazin must be used in 30 days.",https://www.gfschemicals.com/amco-clear-wavelength-certification-kit-40-ntu-rat-8259
Hach,Hach 2100P Turbidimeter.,8483,"Turbidity/Multi Standard, 0.0 NTU, Amco Clear Standard","Multistandard reference solution for turbidity, conductivity, and pH calibration. 0.0 NTU, 4.49 mS/cm, pH 4.00.",https://www.gfschemicals.com/amco-clear-turbidity-3-multi-standard-0-0-ntu-8483
Hach,Hach 2100Q Portable Turbidimeter (IR).,8000,"0.0 NTU, Amco Clear Turbidity Standard",For All Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-0-0-ntu-8000
Hach,Hach 2100Q Portable Turbidimeter (IR).,8254,Turb Linear Calib 1 Kit,"Calibration kit containing 0.0, 0.2, 0.4, 0.6, 0.8 and 1.0 NTU standards to be used to calibrate and verify instrument's linearity in the 0.0 to 1.0 NTU range. Avaliable as 125 mL, 250 mL, or 500 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-2-3-0-4-8254
Hach,Hach 2100Q Portable Turbidimeter (IR).,8255,"Linear Calibration Kit, 0/2/4/6/8/10 NTU, Amco Clear","Calibration kit containing 0.0, 2, 4, 6, 8 and 10 NTU primary standards to be used to calibrate and verify instrument's linearity in the 0.0 to 10 NTU range. Available in 125 mL or 250 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-2-3-4-3-6-3-8255
Hach,Hach 2100Q Portable Turbidimeter (IR).,8256,"Linear Calibration Kit, 0/20/40/60/80/100 NTU, Amco Clear","Calibration kit containing 0.0, 20, 40, 60, 80 and 100 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 100 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-20-3-40-3-60-8256
Hach,Hach 2100Q Portable Turbidimeter (IR).,8257,"Linear Calibration Kit, 0.0/0.1/0.2 NTU, Amco Clear","Calibration kit containing 0.0, 0.1, 0.2 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 0.2 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-1-3-0-2-8257
Hach,Hach 2100Q Portable Turbidimeter (IR).,8259,"Wavelength Certification Kit, 40 NTU Ratio And 400 NTU Formazin, Amco Clear Turbidity Kit","Kit consists of one bottle of 40 NTU primary standard and one bottle of 400 NTU formazin. For all meters with tungsten lamp excpet Hach 18900, Ratio XR and Ratio 2000. Formazin must be used in 30 days.",https://www.gfschemicals.com/amco-clear-wavelength-certification-kit-40-ntu-rat-8259
Hach,Hach 2100Q Portable Turbidimeter (IR).,8483,"Turbidity/Multi Standard, 0.0 NTU, Amco Clear Standard","Multistandard reference solution for turbidity, conductivity, and pH calibration. 0.0 NTU, 4.49 mS/cm, pH 4.00.",https://www.gfschemicals.com/amco-clear-turbidity-3-multi-standard-0-0-ntu-8483
Hach,Hach 2100Q Portable Turbidimeter (IR).,8538,"10 FNU, Hach 2100Q IR, Amco Clear Turbidity Standard",For Hach 2100Q Portable Turbidimeter (IR).,https://www.gfschemicals.com/amco-clear-turbidity-standard-10-fnu-for-hach-2100-8538
Hach,Hach 2100Q Portable Turbidimeter (IR).,8539,"20 FNU, Hach 2100Q IR, Amco Clear Turbidity Standard",For Hach 2100Q Portable Turbidimeter (IR).,https://www.gfschemicals.com/amco-clear-turbidity-standard-20-fnu-for-hach-2100-8539
Hach,Hach 2100Q Portable Turbidimeter (IR).,8540,"100 FNU, Hach 2100Q IR, Amco Clear Turbidity Standard",For Hach 2100Q Portable Turbidimeter (IR).,https://www.gfschemicals.com/amco-clear-turbidity-standard-100-fnu-for-hach-210-8540
Hach,Hach 2100Q Portable Turbidimeter (IR).,8541,"800 NNU, Hach 2100Q IR, Amco Clear Turbidity Standard",For Hach 2100Q Portable Turbidimeter (IR).,https://www.gfschemicals.com/amco-clear-turbidity-standard-800-fnu-for-hach-210-8541
Hach,Hach 2100Q Portable Turbidimeter (IR). ,8543,"Calibration Kit, Hach 2100Q IR Instrument, Amco Clear Turbidity Kit","Calibration kit containing 0.0, 20, 100 and 800 NTU standards for the Hach 2100Q Portable Turbidimeter (IR). Available as primary calibration standard or a deluxe kit including both primary calibration standards and sealed secondary verification standards.",https://www.gfschemicals.com/amco-clear-calibration-kit-for-hach-2100q-ir-instr-8543
Hach,Hach 2100Q Portable Turbidimeter (White Light).,8000,"0.0 NTU, Amco Clear Turbidity Standard",For All Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-0-0-ntu-8000
Hach,Hach 2100Q Portable Turbidimeter (White Light).,8254,Turb Linear Calib 1 Kit,"Calibration kit containing 0.0, 0.2, 0.4, 0.6, 0.8 and 1.0 NTU standards to be used to calibrate and verify instrument's linearity in the 0.0 to 1.0 NTU range. Avaliable as 125 mL, 250 mL, or 500 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-2-3-0-4-8254
Hach,Hach 2100Q Portable Turbidimeter (White Light).,8255,"Linear Calibration Kit, 0/2/4/6/8/10 NTU, Amco Clear","Calibration kit containing 0.0, 2, 4, 6, 8 and 10 NTU primary standards to be used to calibrate and verify instrument's linearity in the 0.0 to 10 NTU range. Available in 125 mL or 250 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-2-3-4-3-6-3-8255
Hach,Hach 2100Q Portable Turbidimeter (White Light).,8256,"Linear Calibration Kit, 0/20/40/60/80/100 NTU, Amco Clear","Calibration kit containing 0.0, 20, 40, 60, 80 and 100 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 100 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-20-3-40-3-60-8256
Hach,Hach 2100Q Portable Turbidimeter (White Light).,8257,"Linear Calibration Kit, 0.0/0.1/0.2 NTU, Amco Clear","Calibration kit containing 0.0, 0.1, 0.2 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 0.2 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-1-3-0-2-8257
Hach,Hach 2100Q Portable Turbidimeter (White Light).,8259,"Wavelength Certification Kit, 40 NTU Ratio And 400 NTU Formazin, Amco Clear Turbidity Kit","Kit consists of one bottle of 40 NTU primary standard and one bottle of 400 NTU formazin. For all meters with tungsten lamp excpet Hach 18900, Ratio XR and Ratio 2000. Formazin must be used in 30 days.",https://www.gfschemicals.com/amco-clear-wavelength-certification-kit-40-ntu-rat-8259
Hach,Hach 2100Q Portable Turbidimeter (White Light).,8483,"Turbidity/Multi Standard, 0.0 NTU, Amco Clear Standard","Multistandard reference solution for turbidity, conductivity, and pH calibration. 0.0 NTU, 4.49 mS/cm, pH 4.00.",https://www.gfschemicals.com/amco-clear-turbidity-3-multi-standard-0-0-ntu-8483
Hach,Hach 2100Q Portable Turbidimeter (White Light).,8534,"10 NTU, Hach 2100Q White Light, Amco Clear Turbidity Standard",For Hach 2100Q Portable Turbidimeter (White Light).,https://www.gfschemicals.com/amco-clear-turbidity-standard-10-ntu-for-hach-2100-8534
Hach,Hach 2100Q Portable Turbidimeter (White Light).,8535,"20 NTU, Hach 2100Q White Light, Amco Clear Turbidity Standard",For Hach 2100Q Portable Turbidimeter (White Light).,https://www.gfschemicals.com/amco-clear-turbidity-standard-20-ntu-for-hach-2100-8535
Hach,Hach 2100Q Portable Turbidimeter (White Light).,8536,"100 NTU, Hach 2100Q White Light, Amco Clear Turbidity Standard",For Hach 2100Q Portable Turbidimeter (White Light).,https://www.gfschemicals.com/amco-clear-turbidity-standard-100-ntu-for-hach-210-8536
Hach,Hach 2100Q Portable Turbidimeter (White Light).,8537,"800 NTU, Hach 2100Q White Light, Amco Clear Turbidity Standard",For Hach 2100Q Portable Turbidimeter (White Light).,https://www.gfschemicals.com/amco-clear-turbidity-standard-800-ntu-for-hach-210-8537
Hach,Hach 2100Q Portable Turbidimeter (White Light).,8764,"0.5 NTU For Hach 2100Q White Light, Amco Clear Turbidity Standard",For Hach 2100Q Portable Turbidimeter (White Light).,https://www.gfschemicals.com/amco-clear-turbidity-standard-0-5-ntu-for-hach-210-8764
Hach,Hach 2100Q Portable Turbidimeter (White Light).,8765,"2.0 NTU For Hach 2100Q White Light, Amco Clear Turbidity Standard",For Hach 2100Q Portable Turbidimeter (White Light).,https://www.gfschemicals.com/amco-clear-turbidity-standard-2-0-ntu-for-hach-210-8765
Hach,Hach 2100Q Portable Turbidimeter (White Light).,8766,"5.0 NTU For Hach 2100Q White Light, Amco Clear Turbidity Standard",For Hach 2100Q Portable Turbidimeter (White Light).,https://www.gfschemicals.com/amco-clear-turbidity-standard-5-0-ntu-for-hach-210-8766
Hach,Hach 2100Q Portable Turbidimeter (White Light).,8916,"6.0 NTU For Hach 2100Q White Light, Amco Clear Turbidity Standard",For Hach 2100Q Portable Turbidimeter (White Light).,https://www.gfschemicals.com/amco-clear-turbidity-standard-6-0-ntu-for-hach-210-8916
Hach,Hach 2100Q Portable Turbidimeter (White Light). ,8542,"Calibration Kit, Hach 2100Q White Light Instrument, Amco Clear Turbidity Kit","Calibration kit containing 0.0, 20, 100 and 800 NTU standards for the Hach 2100Q Portable Turbidimeter (White Light). Available as primary calibration standards, sealed secondary verification standards, or a deluxe kit including both.",https://www.gfschemicals.com/amco-clear-calibration-kit-for-hach-2100q-white-li-8542
Hach,Hach Filter Track(r) 660,8000,"0.0 NTU, Amco Clear Turbidity Standard",For All Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-0-0-ntu-8000
Hach,Hach Filter Track(r) 660,8254,Turb Linear Calib 1 Kit,"Calibration kit containing 0.0, 0.2, 0.4, 0.6, 0.8 and 1.0 NTU standards to be used to calibrate and verify instrument's linearity in the 0.0 to 1.0 NTU range. Avaliable as 125 mL, 250 mL, or 500 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-2-3-0-4-8254
Hach,Hach Filter Track(r) 660,8255,"Linear Calibration Kit, 0/2/4/6/8/10 NTU, Amco Clear","Calibration kit containing 0.0, 2, 4, 6, 8 and 10 NTU primary standards to be used to calibrate and verify instrument's linearity in the 0.0 to 10 NTU range. Available in 125 mL or 250 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-2-3-4-3-6-3-8255
Hach,Hach Filter Track(r) 660,8256,"Linear Calibration Kit, 0/20/40/60/80/100 NTU, Amco Clear","Calibration kit containing 0.0, 20, 40, 60, 80 and 100 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 100 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-20-3-40-3-60-8256
Hach,Hach Filter Track(r) 660,8257,"Linear Calibration Kit, 0.0/0.1/0.2 NTU, Amco Clear","Calibration kit containing 0.0, 0.1, 0.2 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 0.2 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-1-3-0-2-8257
Hach,Hach Filter Track(r) 660,8259,"Wavelength Certification Kit, 40 NTU Ratio And 400 NTU Formazin, Amco Clear Turbidity Kit","Kit consists of one bottle of 40 NTU primary standard and one bottle of 400 NTU formazin. For all meters with tungsten lamp excpet Hach 18900, Ratio XR and Ratio 2000. Formazin must be used in 30 days.",https://www.gfschemicals.com/amco-clear-wavelength-certification-kit-40-ntu-rat-8259
Hach,Hach Filter Track(r) 660,8279,"Calibration Kit For Hach Filter Track(R) 660, Amco Clear Turbidity Kit",Calibration kit containing 0.0 and 0.8 NTU standards required tocalibrate the Hach Filter Track(r) 660 Instrument. Available in 1 L and 1 gallon sizes.,https://www.gfschemicals.com/amco-clear-calibration-kit-for-hach-filter-track-r-8279
Hach,Hach Filter Track(r) 660,8483,"Turbidity/Multi Standard, 0.0 NTU, Amco Clear Standard","Multistandard reference solution for turbidity, conductivity, and pH calibration. 0.0 NTU, 4.49 mS/cm, pH 4.00.",https://www.gfschemicals.com/amco-clear-turbidity-3-multi-standard-0-0-ntu-8483
Hach,Hach Ratio 18900,8000,"0.0 NTU, Amco Clear Turbidity Standard",For All Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-0-0-ntu-8000
Hach,Hach Ratio 18900,8212,"Calibration Kit For Hach Ratio 18900, Amco Clear Turbidity Kit","Calibration kit containing 1.8, 18, and 180 NTU standards required to calibrate the Hach Ratio 18900 turbidity instrument. Available as primary calibration standards, sealed secondary verification standardards, or a deluxe kit including both. ",https://www.gfschemicals.com/amco-clear-calibration-kit-for-hach-ratio-18900-8212
Hach,Hach Ratio 18900,8254,Turb Linear Calib 1 Kit,"Calibration kit containing 0.0, 0.2, 0.4, 0.6, 0.8 and 1.0 NTU standards to be used to calibrate and verify instrument's linearity in the 0.0 to 1.0 NTU range. Avaliable as 125 mL, 250 mL, or 500 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-2-3-0-4-8254
Hach,Hach Ratio 18900,8255,"Linear Calibration Kit, 0/2/4/6/8/10 NTU, Amco Clear","Calibration kit containing 0.0, 2, 4, 6, 8 and 10 NTU primary standards to be used to calibrate and verify instrument's linearity in the 0.0 to 10 NTU range. Available in 125 mL or 250 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-2-3-4-3-6-3-8255
Hach,Hach Ratio 18900,8256,"Linear Calibration Kit, 0/20/40/60/80/100 NTU, Amco Clear","Calibration kit containing 0.0, 20, 40, 60, 80 and 100 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 100 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-20-3-40-3-60-8256
Hach,Hach Ratio 18900,8257,"Linear Calibration Kit, 0.0/0.1/0.2 NTU, Amco Clear","Calibration kit containing 0.0, 0.1, 0.2 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 0.2 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-1-3-0-2-8257
Hach,Hach Ratio 18900,8483,"Turbidity/Multi Standard, 0.0 NTU, Amco Clear Standard","Multistandard reference solution for turbidity, conductivity, and pH calibration. 0.0 NTU, 4.49 mS/cm, pH 4.00.",https://www.gfschemicals.com/amco-clear-turbidity-3-multi-standard-0-0-ntu-8483
Hach,Hach Ratio 2000,8000,"0.0 NTU, Amco Clear Turbidity Standard",For All Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-0-0-ntu-8000
Hach,Hach Ratio 2000,8213,"Calibration Kit for Hach Ratio/XR And Ratio 2000 Lower Ranges, Amco Clear Turbidity Kit","Calibration kit containing 1.8, 18 and 180 NTU standards required to calibrate the Hach Ratio/XR and Ratio 2000 instruments in the lower ranges. Available as primary calibration standards, sealed secondary verification standards, or a deluxe kit including both.",https://www.gfschemicals.com/amco-clear-calibration-kit-for-hach-ratio-3-xr-and-8213
Hach,Hach Ratio 2000,8214,"Calibration Kit for Hach Ratio/XR And Ratio 2000 Lower Ranges, Amco Clear Turbidity Kit","Calibration kit containing 1.8, 18, 180 and 1800 NTU standards required to calibrate the Hach Ratio/XR and Ratio 2000 instruments in the full range. Available as primary calibration standards, sealed secondary verification standardards, or a deluxe kit including both.",https://www.gfschemicals.com/amco-clear-calibration-kit-for-hach-ratio-3-xr-and-8214
Hach,Hach Ratio 2000,8254,Turb Linear Calib 1 Kit,"Calibration kit containing 0.0, 0.2, 0.4, 0.6, 0.8 and 1.0 NTU standards to be used to calibrate and verify instrument's linearity in the 0.0 to 1.0 NTU range. Avaliable as 125 mL, 250 mL, or 500 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-2-3-0-4-8254
Hach,Hach Ratio 2000,8255,"Linear Calibration Kit, 0/2/4/6/8/10 NTU, Amco Clear","Calibration kit containing 0.0, 2, 4, 6, 8 and 10 NTU primary standards to be used to calibrate and verify instrument's linearity in the 0.0 to 10 NTU range. Available in 125 mL or 250 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-2-3-4-3-6-3-8255
Hach,Hach Ratio 2000,8256,"Linear Calibration Kit, 0/20/40/60/80/100 NTU, Amco Clear","Calibration kit containing 0.0, 20, 40, 60, 80 and 100 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 100 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-3-20-3-40-3-60-8256
Hach,Hach Ratio 2000,8257,"Linear Calibration Kit, 0.0/0.1/0.2 NTU, Amco Clear","Calibration kit containing 0.0, 0.1, 0.2 NTU primary standards to be used to calibrate and verify turbidity instrument linearity in the 0.0 to 0.2 NTU range.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-1-3-0-2-8257
Hach,Hach Ratio 2000,8483,"Turbidity/Multi Standard, 0.0 NTU, Amco Clear Standard","Multistandard reference solution for turbidity, conductivity, and pH calibration. 0.0 NTU, 4.49 mS/cm, pH 4.00.",https://www.gfschemicals.com/amco-clear-turbidity-3-multi-standard-0-0-ntu-8483
Hach,Hach Ratio XR 43900,8000,"0.0 NTU, Amco Clear Turbidity Standard",For All Turbidimeters.,https://www.gfschemicals.com/amco-clear-turbidity-standard-0-0-ntu-8000
Hach,Hach Ratio XR 43900,8035,"1.8 NTU, Amco Clear Turbidity Standard, For Hach Ratio Instruments",For Hach Ratio XR 43900 Turbidimeter.,https://www.gfschemicals.com/amco-clear-turbidity-standard-1-8-ntu-for-hach-rat-8035
Hach,Hach Ratio XR 43900,8037,"18 NTU, Amco Clear Turbidity Standard, For Hach Ratio Instruments",For Hach Ratio XR 43900 Turbidimeter.,https://www.gfschemicals.com/amco-clear-turbidity-standard-18-ntu-for-hach-rati-8037
Hach,Hach Ratio XR 43900,8041,"800 NTU, Amco Clear Turbidity Standard, For Hach 43900/Xr",For Hach Ratio XR 43900 Turbidimeter.,https://www.gfschemicals.com/amco-clear-turbidity-standard-1800-ntu-for-hach-43-8041
Hach,Hach Ratio XR 43900,8104,"180 NTU, Hach 43900/Xr, Amco Clear Turbidity Standard",For Hach Ratio XR 43900 Turbidimeter.,https://www.gfschemicals.com/amco-clear-turbidity-standard-180-ntu-for-hach-439-8104
Hach,Hach Ratio XR 43900,8254,Turb Linear Calib 1 Kit,"Calibration kit containing 0.0, 0.2, 0.4, 0.6, 0.8 and 1.0 NTU standards to be used to calibrate and verify instrument's linearity in the 0.0 to 1.0 NTU range. Avaliable as 125 mL, 250 mL, or 500 mL bottles.",https://www.gfschemicals.com/amco-clear-linear-calibration-kit-0-0-3-0-2-3-0-4-8254
